Name,description,url,developerID
Data warehouse and Analytics Dashboard ,"In this project, dashboard requirements for the Ministry of Finance 
was studied to understand business metrics. Aggregate tables such as daily registered users, application types, sector types, total shipping and total waivers value were created and populated with data from the clients’ online transaction processing (OLTP) system. Stored Procedures and Triggers were created and successfully implemented to automate population of aggregate tables each time INSERT/UPDATE activities occur on the OLTP system. Finally, aggregate tables were connected to a visualization software (Stimulsoft and Looker Studio) to display key metrics on a dashboard in real-time, which help answer key questions such as top benefitting sector for approved application, most application type, total waiver value by sector, etc.",https://lookerstudio.google.com/reporting/0ba11fc9-d327-4932-8c10-8f25d8999c02/page/VUACD,yjeXeqUW
Borderleap,"Borderleap is an extraordinarily creative puzzle game studio. We make the games that we want to play, and hope you do too. Our mission is to create the most fun and engaging puzzle games in the world. We believe that puzzles are one of the most under-appreciated genres in video games, and we’re on a mission to change that. Our vision is to make Borderleap the best place in the world for people who love puzzle games.",https://www.borderleap.com/,CCd80M1d
Upsly,"Upsly is a company that specializes in helping brands to grow on Amazon. We work exclusively with manufacturing brands to create custom solutions that help them to achieve accelerated growth. We understand the complex and ever-changing world of Amazon, and we use our expertise to help our clients stay ahead of the competition. Our mission is to help our clients take control of their brand's growth and future on Amazon.",https://www.upsly.com/,uvrzjfTQ
Better Health Group,"Better Health Group is a company that provides health care the way it's suppose to be. We believe in quality care and affordable prices. Our mission is to provide quality health care at an affordable price. We want to make sure that everyone has access to the best possible health care.
",https://www.betterhealthgroup.com/,REOexOQm
Physicians Partners,"Phypartners is on a mission to rebuild sick care into health care. We are doing this one life at a time by providing the highest quality, most cost-effective and convenient care possible. Our team of world-class physicians, scientists, nurses and technologists are dedicated to making it easy for you to take control of your health.",https://www.phypartners.com/,Ua13okAg
ExcelWeb PRO,"ExcelWeb PRO is the evolution of Excelweb described here in the portfolio.

The idea is to migrate system from Excel to the web environment using only Bubble.io in development.

To send messages is using an API called Z-API (https://developer.z-api.io/en/).

The idea is to keep the same initial functionality where the user can:

-> Create custom shipping lists
-> Send Texts and any type of file
-> Set up a sending chronology where the user chooses the order of messages

In addition, the PRO version will add two more features:
-> chatbot
-> Schedule sending messages


Note: The project is still being developed",https://excelwebzap.bubbleapps.io/version-test,RDIN02xc
VIDA,"Vida was in the search of a vibrant gen z oriented identity and website.
I designed and developed everything from the identity, logo and graphics to the website made in webflow. 

This is my most recent web design and development project and one of the most fun and fluid ones yet, its full of animations and cool interactions. ",https://www.welcomevida.com/,VzSW8J6b
Humano CC ,"Our client wanted to have a breath taking web design to showcase all of their work and services.

I designed and developed everything on the site, including intro video, illustrations and Lottie animations.

Thanks to this project we have a last longing relationship with the agency and we keep doing web design and dev for them.
",https://www.humano.cc/,anAJMhRp
Portifolio,"A portfolio page created using only Bubble.io to tell a little about me and showcase my projects.

I divided the page into a home containing some basic information with 2 buttons. By clicking on the menu button on the left, a new page opens to show more information such as: 
-> About me
-> Projects in my portfolio
-> Getting in touch and my methodology 

In ""My methodology"" I describe the methodology I use to start a new project with a client up to the stage of delivery",http://aboutmeportifolio.bubbleapps.io/version-test,Xrs09NTr
Build Together,"A feedback platform for digital products

Interactive Kanban board with drag & drop
Customization of colors and lane titles
Payment integration with Stripe
Multi tenant architecture
Multi language support
Threaded comments
Notification system",https://build-together.io/,twD4j1Gu
exaas,"A platform to find an collaborate with industrial technology experts

Very large platform with a lot of functionality
Comprehensive search and filter functions
Messaging
Invitations
Calendar-Sync using Cronofy
Payment and subscriptions using Stripe
Video call integration using Jitsi
Multilingual
Analytics",https://exaas.io/,qbPS9lsT
Ferroso,"Ferroso is a two-sided platform that connects sellers and buyers of steel

Matchmaking of buyers and sellers
Searching and filtering of steel requests
Email notifications using Sendgrid
Quick lookup of material using Algolia
CRM functionality
Admin area
Analytics",https://www.ferroso.de/,XdMW6hPR
Nieuwbouw,"Nieuwbouw.io is a platform to discover new housing projects in the Netherlands

Fully automated import of new projects from external source
Search-engine optimized architecture and page structure
Automated update emails to subscribers about new projects in relevant regions
Update email about changes to relevant projects
Analytics area for page admins",https://nieuwbouw.io/,P5meaaBy
Build Together,"A feedback platform for digital products

Interactive Kanban board with drag & drop
Customization of colors and lane titles
Payment integration with Stripe
Multi tenant architecture
Multi language support
Threaded comments
Notification system",https://build-together.io/,pV8Wh47v
Help380,"Support platform for Ukrainian refugees

Launch of first version after only three days of work
Very agile development based on quickly changing situation and user feedback
Support of four languages
Two-sided marketplace for support for refugees
Buddy system for a more generic and direct support
Chat widget for immediate live support",https://help380.org/,YxzAhrDB
Aircraft Appraisal System,"The Aircraft Appraisal System is a full-featured CRM customized for appraisals using the USPAP asset certification method. This application can be accessed via web browser, client, or mobile client. An appraiser can begin an appraisal project, enter notes, photos, and other information necessary to produce the resulting USPAP Appraisal document in PDF format. Contacts, Aircraft Specifications, Photo library, Invoicing, Appraisal History, and integration with GMail and Dropbox. It's all in there.",https://fmbiz.net,anrRUCru
eSafe Cleaning,"We’ve built a clean and modern brand. That is displayed in a high-quality website design. Despite being powerful & flexible, this website is quite easy to use, which is why it is loved by beginners and advanced users alike.",https://www.esafecleaning.com/,JftEO2bv
Marketing Channel Performace,"Creating a marketing attribution model for leads generated from offline and online marketing channels with segmentation on paid and unpaid marketing channels.

This helped in tracking the performance of each channel to create an effective marketing campaign for different segment of user going forward. ",https://github.com/,BNKOJtzB
Creating user Retention and app engagement dashboard,Created user engagement and retention graph according to action items completed in the initial onboarding period. Creating Campaign engagement and performance metrics dashboard with daily tracking and providing key insights.,https://github.com/,puMQKSLc
Prime Edifice,"- Website design & development.
- Website maintenance
- Digital marketing using Google, Facebook, Instagram, and SMS.
- Monthly report on growing sales and conversion from ads.
Tools: WordPress, Plugins, Themes, Facebook, and Google AD tools",https://primeedifice.com,SYZbZJTB
Client Bakery Website,"Client required a website to open new order channel for business and a revamp of previous design. I made the website with squarespace, included custom code and features, edited product photos, set up advanced domain settings for site and mail, wrote SEO-optimized copy, and enabled extensions for shipping. Project was completed with great satisfaction from the customer. ",https://www.jerusalem-sweets.com/,4ej4W4gD
Cardinal Torch Cooperative,"- Hosting and Domain Setup
- Website design & development.
- Website maintenance
- Digital marketing using Google, Facebook, Instagram, and SMS.

Tools: WordPress, Plugins, Themes, Google Console, Google Ads",https://cardinaltorchcooperative.org,5HXY9ncG
Flap Cooperative,"- Hosting and Domain Setup
- Website design & development.
- Website maintenance
- Digital marketing using Google, Facebook, Instagram, and SMS.
- Monthly report on growing sales and conversion from ads.
Tools: WordPress, Plugins, Themes, Facebook, and Google AD tools, Google Console",https://flapcoop.com,kxzr9u2o
Soso Games,"- Website design & development.
- Website maintenance
- Digital marketing using Google, Facebook, Instagram, and SMS.
- Monthly report on growing sales and conversion from ads.
Tools: WordPress, Plugins, Themes, Facebook, and Google AD tools",https://sosogames.com.ng,hbR9IZhG
Suntwist Nigeria Limited,"- Website Hosting and Domain Setup
- Website design & development.
- Digital marketing using Google, Facebook, Instagram, Email, and SMS.
- Monthly report on growing sales and conversion from ads.

Tools: WordPress, Plugins, Themes, Google Console, Google Ads, Facebook & Instragram Ads",https://suntwist.com.ng,XEPt9Nln
ExcelWeb,"SaaS with more than 1200 clients

Excelweb is an automation system for sending bulk messages on WhatsApp.

Excel was used to create the program's interface. As everyone already knows Excel, I believe that it is easier for the user to use since he already knows Excel.

With Excelweb it is possible to create up to 9 different messages and customize each one of these messages with the system's TAGs. For example, I can customize the message I'm sending by adding the name, age... Any information that the user adds in Excelweb is possible to customize the message.

In addition, it is still possible to add up to 3 files (any format) to send along with the message. If you choose to send a photo or video, you can add a caption along with the file.

On the Sending Chronology tab, the user can choose the order in which the messages will be sent.

The timer makes it possible to choose the time the system will wait between sending messages from one number to another.

To make the submissions, a JavaScript program was developed using the lib whatsappweb.js(https://wwebjs.dev/guide/ ). So that the user does not have access to the code, an .exe of the .js file was created and, whenever the customer clicks Send, the VBA code in Excel calls the .exe created.

If you want to test the application, you can download the free version from this link: https://geniosdoexcel.com/automacao-whatsapp-gratis/

It is important to note that it requires Windows 8 onwards, Office 2016 onwards and will only work on computers with Windows installed

To answer the most frequent questions, a kind of chatbot was programmed using VBA within ExcelWeb

Both pages referenced here were created using only Elementor PRO",https://geniosdoexcel.com/excelweb,9RjKCMKK
Animal Sponsorship,"Today Ampara Animal has two caretakers where it takes care (food, maintaining adequate space for the jaguars, medicine, veterinary costs) of Brazilian jaguars.

A two-step web application was developed where anyone can sponsor a jaguar by donating a monthly amount that will help with costs.

The first page lists all the jaguars containing some information about each one of them and about the keeper where they live.

The second page is the donation checkout part. It is here where the person will choose the amount that will be donated and what the payment method will be. Here an image of the animal chosen to sponsor, is shown on the page to customize

In the same way that you can sponsor a jaguar, you can also sponsor a dog or cat. Below are the links to the pages to sponsor each one of them.

Sponsor a dog: https://checkout.amparanimal.org.br/quero-apadrinhar-um-cao
Sponsor a cat:https://checkout.amparanimal.org.br/quero-apadrinhar-um-gato

Both pages were built using Bubble only.",https://checkout.amparanimal.org.br/quero-apadrinhar-uma-onca,yMoLPBvQ
Ampara Animal Website,"Institutional website created for the NGO Ampara Animal to bring all the information.

Here the idea is to bring all the information about the NGO, all the projects and partnerships with the brand. Show the different ways you can help the institution.

The site had already been created in another site builder by another company, but there was a need to migrate for some reasons:
- Value: Today the site is hosted by Hostgator and was completely recreated using the Elementor PRO plugin. Colonized on the scale there was a saving of 70% per year.
- Ease of modification: The Elementor plugin makes it possible to create/edit new pages in a very simple way. As there was no programmer at the NGO, an easy-to-use platform was needed.
- Performance: The old site was very heavy and did not perform well. Worpress has several easy-to-use plugins that can perform various optimizations on the site to make it more fluid, for example, convert all images to webp.

After recreating the page using Elementor, the Hostgator DNS editor was used to point the DNS to the Hostgator server",https://www.amparanimal.org.br/,7yRObaVp
My Wedding Website,"I'm getting married in 2023 and we needed a website to put all the information.

There are several platforms that offer ready-made templates (very limited and without much customization options) on the internet, but they are expensive and charge a very large fee for each banking operation when someone buys a wedding gift on the website.

As a good developer, I decided to create my own website, the way we wanted, using only bubble.io.

The idea was to develop a onepage web application containing wedding information such as:
- Counter for the event
- Place/time/how to get there
- Gifts list
- Confirmation of attendance

A docking top menu has been added so that the person can navigate the application more easily.

In the presence confirmation part, some personal data is requested and, as soon as the person clicks the button to confirm presence, the data is added to the database and a message is sent directly to the person's WhatsApp.

On the gifts part, we decided that we didn't want the physical gifts, so we brought the idea where people will give the money to give gifts. In order to make the gift tangible, we chose some items that represent us and people can give the gift as if they were buying a physical product.

I wanted to bring to the site the same idea of ​​an e-commerce where the person can add items to the cart and, when completing the purchase, move on to the payment part. That way, the person can easily give more than one gift by adding it to the cart.

The application has a floating page that summarizes the shopping cart with the item, quantity and total value.

An additional payment page (payment checkout) was created. Here the person will enter personal data, choose the payment method (ticket, pix or credit card). If you choose to pay by credit card, you will have the option to pay in up to 12 installments.

When the purchase is completed, a direct message is sent to the person's WhatsApp (via the number added on the payment page) thanking the person for the gift.

To carry out the banking transactions, the API of the companies ASAAS (https://asaasv3.docs.apiary.io/#reference) was used, which was added to the project through the API Connector plugin.

To send messages on WhatsApp, I use the Z-API (https://developer.z-api.io/)",https://casamentonoceu.bubbleapps.io/version-test,JY4VDUGn
Payment checkout for donation,"Create a custom Donation Payment Checkout.

The idea was to develop an application with the visual identity of the NGO Ampara Animal where the person could choose the payment method (credit card, pix or bill) and, in addition, had the option to choose the donation amount.

Two important points were added. The first one (in the first checkbox of the second page) the user can choose if he wants to make a one-time donation or if he wants to make this donation a recurring donation. The second checkbox invites the user to add the amount of fees, thus helping the NGO not to pay the platform fees.

As you can see in the attached image (page 2) some values ​​are already proposed. However, if the person wants to donate another amount, just click on the ""Outro Valor"" button and choose the desired amount.

Finally, in the last step, I present a summary of the transaction that will be carried out.

To carry out the banking transactions, the API of the companies ASAAS (https://asaasv3.docs.apiary.io/#reference) was used, which was added to the project through the API Connector plugin. In addition, Webhooks are used to update the payment status.

The application is connected with Google Data Studio, passing the database information to Google Sheets spreadsheets. The idea was to create a dashboard to analyze KPIs and bring insights to the NGO.

The app is connected to Mautic which is the email marketing platform I implemented. To send the emails, I used SMTP from ElasticEmail.

These integrations were done using Make (Integromat).",https://checkout.amparanimal.org.br/checkout_pantanal,lZamKmxZ
National Animal Identification & Traceability System (NAITS),"The NAITS is a robust platform for efficient and cost-effective capturing, storage, analysis and referencing of animal data, using just a smart phone with the Ranch ID app installed and livestock with ear tags and passports (cattle only). It is heavily adopted to the Nigerian environment and the unique value propositions include top technology with little to no hardware inventory requirement utilizing 2-D data matrix barcodes on Ear tags with scalable capabilities such as biometric identifiers, including facial recognition. Requires minimal training for all levels of users, easy to use, easy to deploy, functioning in both online & offline modes, multi-layered security, cloud storage, backup & recovery, and more",https://naitsng.com/,ueB1GLtx
Wayfinder-Api,"Currently conceptualizing, developing, and updating tools to assist company personnel and technicians perform various duties with higher efficiency. Example: DNS Dig, IP Search, IP Reservation, and IPv6 upgrades.

Developed with Golang and Vue.js",https://gitlab.com/bluepeak/wayfinder-api,Wg6Kv4Hd
HP Enterprise,"HP Enterprise (HPE) is a premier, global edge-to-cloud company built to transform businesses, by helping them connect, protect, analyze, and act on all data and applications wherever they live, from edge to cloud, businesses can turn insights into outcomes at the speed required to thrive in today's complex world. 

The existing UX / UI of the official HPE website had a lot of scope for improvements. Overall, I revamped their website's design architecture by properly identifying pain points and challenges that a user may face. I improved the design layout, findability, user flow, color schemes, and overall scaling-up not only for the end-user experience but also for the business point of view
",https://drive.google.com/file/d/19iGDxIvD70aOwl5orVabg088Zr2oK8jo/view,uEtPfyHn
Custom MBA Learning Path - Notion Template,"This Notion template enables the user to create his own customised learning path, based on their current goals.
It includes two linked databases.
Features: For each resource, it is possible to: 
- track Status (Not Started, In progress, Completed, Overdue) automatically based on the Deadline, Start and Completed dates
- track Learning Progress based on self assessment against the target (100)
- easily see and open the associated Learning Goal",https://anomis.notion.site/Custom-MBA-Your-own-learning-path-3cdaddcc6f3e449e82d231227d3e1218,g2AhWiFw
Picked VC - Resource directory,"Create a resource directory for venture capital education and resources using Softr; 
Designed the data architecture for the database hosted in Airtable and the search functionality for the application; 
Found and added adequate open source design resources (images, icons)",https://pickedvc.softr.app/,u6nZPRVO
JobsinETFs - Job board,"I created the Wordpress website and job board from scratch using a theme. Created data architecture, data access logic, transferred existing data (blogs, job postings), added plugins and project managed code improvements, logo, design and SEO initiatives.",https://jobsinetfs.com/,BGjZboWf
Tellr,"Tellr is a cloud based Point of Sale system for small to medium sized businesses. 

The app helps shop owners to manage their inventory remotely and securely. The app also has a module for shop cashiers to process sales easily.",https://posappie.bubbleapps.io/version-test/,mMdlvRsu
Smart Tourism - Jawa Tengah,"Same as Smart Tourism - Labuan Bajo, but this is for Jawa Tengah Province

The demo app can be downloaded here:
https://drive.google.com/file/d/1Sa6ZY5sXYcYxt8v-AQo9kWh-meB4f5_X/view?usp=share_link

Source Code can be accessed here:
https://github.com/ryanakbarf/smart_tourism",https://drive.google.com/file/d/1Sa6ZY5sXYcYxt8v-AQo9kWh-meB4f5_X/view?usp=share_link,hym97zsE
Smart Tourism - Labuan Bajo,"This is requested mobile app demo from PT Rekayasa Teknik Indonesia (Retech).

The mobile app is about tourism app for Kementrian Pariwisata Indonesia (Tourism Ministry of Indonesia) to support 5 super tourism destinations program from Presiden of Indonesia (Joko Widodo / Jokowi). This one is for Labuan Bajo.

This app is being proposed by Retech since early 2021.

The app is super packed to accomodate local and international tourists to Labuan Bajo",https://www.youtube.com/watch?v=AG_huSm_iZU,f1eBJcdg
Traverse Pakistan Website,"Traverse Pakistan is one of the highest-rated tourism companies in Pakistan and is working towards promoting tourism in this bounteous realm. After an increased number of tourists' reservations, it became very difficult to manage their bookings through Facebook pages. To tackle this problem, they decided to develop a web app.",https://www.traversepakistan.com/,Xma8CknT
Nutritionist management system,"Fully responsive nutritionist management system that manage meal plans, appointments via calendar, clinic history, appointment history and all nutrionist value calculations.

It is a two face app, with dedicated interfaces for the patient and for the nutritionist. The development included the following:

1. Math.js full usage in order to enable the calculations for clinicy histories health values and meal plans construction

2. Integration with google calendar. In order to have all agendas synchronized.

3. URL parameters. As complex meal plans can be constructed, reusable elements were a key part of this app construction.

This is a complete platform made for nutritionist that can be adapted to any use case oriented for appointments.",https://consultas.monicaaragon.com.mx/,st8drkcv
Music & Art - Website,"RapJointLagos is a Shopify website developed to highlight the work at RJL which includes their physical space of a book & record store, a listening lounge, and a restaurant, all fitting their overall theme of retro hip-hop and vintage Lagos music.

I setup the online store to sell different collections of products that include music records (CDs), books of different genres, and company merch.

The site also has special app working on integrations such as a booking system for making reservations at the listening lounge, some background music, online chat support, etc.

The blog is fully packed with content surrounding the company's theme. And the RJL community has opportunity to grow via the site with the medium to sign up for membership via the website and get premium RJL services.

The shop is functional gaining good traffic. ",https://rapjointlagos.com/,m41aq7de
Jobberman Soft Skills Learning Program ,"- Led design, development and launch of the Jobberman Soft Skills Training Landing page
- Delivered an automated and custom onboarding across all LMS/platforms for the Jobberman Soft Skills training which improved our course navigation for learners and increased our course completion rate in 2 months from 10k to an average of 25k completions per month.
- Led the design and development of the Partner Unique Registration URL &   enrolment and reporting API endpoints, which helped with decentralizing lead generation, increase course distribution, ramping up course completions, seamless enrolment of partner leads and real time tracking & reporting of over 1 million learners of the Jobberman Soft Skills training  
- Chaired the design and development of a data management system housing over 1M learner records as a single source of truth from 0 > 1 for tracking and reporting of Jobberman soft skills training. 
- Spearheaded user research and usability testing with Principals which identified core features and data findings for v1.1 of our internal Data Management System launch.
- Cross-collaborated with Engineering, L&D, Marketing, and Comms to design, develop, and release our flagship WhatsApp/Telegram LMS bot product to our group of low-tech savvy beta learners, resulting in an increase of 15% in course completions.
- Implemented roadmap strategy and product definition for Q1 2021 with a focus on architecture cleanup, which has allowed to scale our growth and decreased our production bugs in Q2 2022
- Led tracking of production bugs and decreased post launch bugs by 80%
- Led the design, development, and testing of API endpoints for integration across partner learning management systems for ease of data passing, real time learner progress tracking and reporting",https://www.jobberman.com/softskills,SJqwKOqn
NucPay,"Creation from the ground up of a new mobile payments product focused on international p2p payment/remittance for an exciting UK-based fintech startup providing a marketplace and service exchange that allows African immigrants directly purchase services on behalf of family back home in Africa by making payments directly without transfer fees, the solution also solves the problem of service/product distribution by allowing service providers within Africa to offer their service/product directly to diaspora consumer
Achievements
Defined the minimum viable product feature set
Created the paper prototype & development roadmap
Created the wireframes
Worked closely with visual designers
Wrote feature specifications for developers
Created analytics & KPI's for product launch",https://nucpay.com,KjQEZ4l3
Shake Shack Digital Transformation,"It aims to tackle many challenges that have arisen from building a rapidly growing digital business while maintaining our commitment to the traditional dine-in business,” Fogertey said. That has include implementing curbside pickup and shelves dedicated to mobile orders, as well as partnering with multiple third-party delivery companies. The chain has also introduced walk-up windows and dedicated entrances for pick-up orders in urban markets. It’s also started to open drive-thru windows in the suburbs",https://shakeshack.com/#/,525KNMfK
Amplified,"Amplified is automatisation software for Shopify and Wix websites. It automatise Campaigns, flows, integrations, analytics...
Since they grow so fast they choose webflow so that we can easily add more pages and morw features to the website.
",https://www.amplified.io/,ymonkvVd
Singtel Annual Report 2020,"2020 will go down in history as the year COVID-19 put a halt to daily life as we know it. With staying home and social distancing highlighting the need for digital technology to keep us all connected, it will also be the year remembered for profound changes in communication behaviour. The arrival of 5G will not only prove timely in addressing these changes, it will also supercharge the future by reconfiguring how technology, data and services are deployed to meet consumers’ needs, transforming industries and cities in the process. As a leader in communications technology, our goal is to keep innovating to improve the lives of our customers and stakeholders. We are proud to be advancing the 5G charge and committed to creating a brighter digital future for all.",https://cdn.aws.singtel.com/annualreport/2020/index.html,2q7eV8eX
HealthXchange,"Singapore's first interactive health and lifestyle resource portal developed by SingHealth, dedicates itself to providing comprehensive, relevant and trusted health and medical information for Singaporeans and the Asian community.

HealthXchange aims to encourage personal responsibility and ownership of personal health care by providing you with useful information and advice on healthy living and medical care options. With content contributed by professional experts in their respective fields, you also have the ability to interact with both doctors and the larger community. We hope you will be thus be able to make better, healthier lifestyle choices for yourself and your family.
",https://www.healthxchange.sg/,20ffIHkZ
Singapore's Child,"Established in 2001, Singapore’s Child is a monthly magazine full of information for parents. Bundled with KIDZone, a magazine written just for kids, this TWO-magazine pack has something for everyone in the family!

Singapore’s Child is your must-have parenting guide as we’ve got you covered from pregnancy right up to PSLE! Get parenting tips and advice from our expert contribution in “Kids” out-of-the-box ideas, while the “You” pages bring new generation of parents quick lifestyle snippets for a bit of respite. Presented in an easy-reading style peppered with practical tips, the magazine delivers engaging, topical information and great parenting ideas for busy parents.",http://singaporeschild.com.sg/,mSf6fYU1
SquareRooms,"SquareRooms is a monthly magazine that introduces readers to two very things that homeowners seek when renovating their homes: stylish inspiration and practical solutions. Every month, we compile a visual feast of gorgeous living spaces, room-by-room concepts, DIY decor projects – everything that will inspire you to build a better home.

Our online platform is an extension of our print magazine, where readers will find original content and online exclusives updated daily that cover interior trends, solutions, inspiration and the hottest products.

SquareRooms online also has a special section called Home Starter Kit that is targeted at first-time homeowners. The handy resource informs you about everything you need to know about settling down into a home ­– from finding and financing a home to advice on preparing and renovating your new home. The website also features fun and interactive quizzes that will help you discover your own personal decor style all with just a few clicks of a button.",http://squarerooms.com.sg,bzxc5fVF
Osky Catfish Hatchery,"This is the website for the biggest Catfish Hatchery in South-Western Nigeria. 

Osky Catfish Hatchery, Grow out and Processing Facility is a subsidiary of Osky Integrated Nigeria Limited, and is duly registered in with the Corporate Affairs Commission (CAC) since 2012 and all other regulatory bodies at the State, National and International levels including United States FDA approval",https://oskygroup.com/,oATszDhJ
Darussalam Asset,"Darussalam Assets is an integral part of the Government-led in Brunei initiative to spur economic development, with the strategy to turn the companies into world-class corporations. This website is a landing page to introduce their organization and content of their plans and etc.",https://www.da.com.bn/,Amf5yCT8
Talk2me,"The term, Mental Health, is no longer a strange concept among Africans. Following the 2020 Covid, it brought out the lapses in what people termed Wellbeing.

Wellbeing, until recently, was associated with physical health. But wellness and wellbeing are beyond the physical health, it also includes the mental health of an individual. This has not only become the responsibility of an individual, organizations and communities are now ensuring the mental wellness of their employees and members. 

However, despite this change - people getting aware and taking consciousness of their wellbeing - there are a lot of shortfalls that come with nurturing the mental wellness. Before, it is the case of stigma, now it has shifted to inaccessibility to professional help. Added to it is the cost of getting access to this help.",https://play.google.com/apps/test/com.talk2me.mobileapp/1,ulQMSfI5
Bubble App - Restaurant Table Ordering,"checkplease is an app for your customers and the fastest way to order and pay in restaurants.  

Benefits for the restaurant  
-turn tables quicker 
-increase average spend 
-get more tips 
-save time, save money 
-get insights about your customers    


Benefits for your Customer 
-never wait for the waiter again 
-split your bill in seconds 
-fast checkout 
-no registration needed  

You will find workflow videos on the website (www.checkplease.at) ",https://app.checkplease.at/version-test/home/1662401135739x307358240436059300?cartid=1663855379638x292472534887301100&merchantid=1662401135739x307358240436059300&tablenumber=534,rhGpZtjH
Template Project,"Folder Structure - Navigation Architecture - Use of Provider - Easy Localization - Hive.

Developed a simple application with Flutter. There is an example of using MultiProvider with Shopping List content. For routing, a navigation manager is used(Route Path, Route Manager & Route Service). Easy Localization package used for language translations. Hive package used for persist language preference data at local.",https://github.com/ezgicett/Flutter-Provider-Navigation-EasyLocalization-Sample,M2W1C9Tv
Caravan Neises Checklist,"The Digital Checklist for Caravan Neises (camper sales) offers customers who want to sell a motorhome to handle the entire inspection process digitally in a web app.

The user is asked step by step for pictures and data regarding the motorhome and can close the app at any time and pick up where he left off when he opens it.

The use of the Digital Checklist allows our customers to receive the data regarding the vehicles directly online and to automatically create purchase contracts based on the customer's information.",https://camper-verkafen.lu/,g3LABS97
DataPro,"DataPro is a system for managing leads/orders of a car dealer.
The car dealer can send individual offers through the customized system, see the status of the offers or feedback directly in the dashboard, enter appointments/notes/logs and process the complete lead from order entry to contract creation within the dashboard.",https://data.sam-sc.de,yfXidCnl
API Integration between two wep apps,"A healthtech company, that connects medics with hospitals with work shifts available, created another company, a fintech, to allow medics to anticipate their receivables.

The fintech was supposed to serve other partner apps, so an API with authentication and various endpoints to consume and create content in the fintech web app was created.",https://dev.estare.com.br/bubble-portfolio-en,TzbwaEPB
FTraq Mobile App Design,"FTraq is a finance management platform that helps users keep track of and manage their finances. Through FTraq, users are able to have the awareness of their personal finances notwithstanding of the number of accounts or cards they have. ",https://medium.com/@danieladeleke20/ftraq-mobile-app-design-8bfe74575744,iTiyVEIl
October Holdings,"Collaborate under super vision of X-JP Morgan employee Ahmad Furqan (https://ae.linkedin.com/in/a-a-furqan-3112907)

developed this website in WordPress using Avada theme and mix of Elementor and Avada builder .

Performed OnPage SEO, Google Amp pages and Google Structure Schema

Integrated Google Tag Manager, Google Search Console and Google Analytics",https://october.ae/,e3LHpSuT
KDInfoTech,"KDInfotech is a leading IT services company for small and medium-size businesses. With decades of experience managing all aspects of your IT infrastructures—from workstation performance and application support to communication systems and network administration—we serve as a reliable, single-source IT partner to keep your business operating smoothly.",https://www.kdinfotech.com/,HM0McuJc
Setsale,"This is a Gig (bounty) marketplace. 
The landing page is built with Pory.io. It is linked to the Airtable DB to display the most popular ones. In addition the blog post are also fetched from the same DB. 
The landing page has links to 2 Jotforms: one to subscribe to the newsletter and another one to register in the system.
The system is internal (for subscribed users only) and built on Stacker. The users can create/accept bounties, submit them and perform transactions.
Stripe Connect was implemented using just Integromat and Jotform. 
Also there are notifications in place for every activity made.",https://setsale.pory.app,UxK4pxCL
Horeca App,"I built this Web app from scratch to help romanian restaurants and catering companies comply with a new law where they are being asked to provide nutritional values for the food they serve to the clients.
",https://horeca.ognitech.eu,0MN2QB5R
Candidate Management Tool,"This tool helps you manage applications you receive on your LinkedIn job post.

What does this tool help you to do?

If you have ever used free or promoted LinkedIn job posts and received multiple applications (say 20+), how was your experience of shortlisting them?

At my startup, UXHack , we have used it quite a few times and found the experience of viewing all applications quite daunting.

And when you have some qualifications questions, the experience becomes worse since screening questions are below in the order.

Thus to help us quickly go through the important information from all applications, I developed this tool using a no-code stack of Make and Airtable.

What it does:

- It checks for job application notifications in the email id tied to the LinkedIn job posting account
- And uses a text parser to filter out important information
- And store the same in an Airtable base",https://nishvt.gumroad.com/l/candidate-management-tool,ZYZXDOI1
Simple Tracking,"All in one software solution designed for trucking companies to simplify their daily business operations, provide insights on how they are performing, and digitalize their business processes related to communication, invoicing, billing, and compliance.",https://simplitruckingclone.bubbleapps.io/version-test,R8yyKDU8
Torrin Wines,"This is another winery website that I built from scratch.
Client wanted to build their brand new website to sell their wines online.

Our designer did great job and provided cool and fancy 
design and I built all the content blocks and custom elements from scratch using ACF Pro plugin.

Also I used GSAP to make the website live with smooth animations.

- Integrated Commerce7 V1. V2 and WineDirect
- GSAP, CSS3, HTML5, jQuery, WebPack, SASS, and PHP
- Design tools like Zeplin and Figma
- Slack and Monday.com",https://torrinwines.com/,Luuorr0z
Invoice Maker,"A mobile app to help those who use invoices for their business create and track them. It helps them save services for future clients and ease of invoice creation. Along with analytics to measure their businesses activity and growth through a given time period (quarterly, yearly, etc)",https://apps.apple.com/us/app/invoice-maker/id1447239633,4cmMqYbW
Cureskin,This is a website that uses advanced image capturing to get detail images of client's skin and hair to have dermatologists take a look and recommend personalized products to best meet their skin needs.,https://cureskin.com/,Gk1t76KA
Stanza,"Web forum using traditional 90’s layouts and functionality where users post on a per-topic basis.

Written in Java using server-side rendering and Thymeleaf, Spring MVC frameworks (such as Spring Security), a PostgreSQL database, HTML, and CSS. Deployed to Heroku.",https://stanza-postgresql.herokuapp.com/general,kcsTtjcy
